time,avg_washers,avg_dryers
00:00:00,3.45,2.25
00:05:00,3.25,2.45
00:10:00,3.263157894736842,2.3684210526315788
00:15:00,3.0952380952380953,2.3333333333333335
00:20:00,3.0526315789473686,2.3157894736842106
00:25:00,2.888888888888889,2.3333333333333335
00:30:00,2.95,2.4
00:35:00,3,2.3333333333333335
00:40:00,3.35,2.3
00:45:00,3.4,2.5
00:50:00,3.6,2.6
00:55:00,3.736842105263158,2.6842105263157894
01:00:00,3.761904761904762,2.5714285714285716
01:05:00,3.75,2.55
01:10:00,3.6,2.35
01:15:00,3.55,2.45
01:20:00,3.5,2.4
01:25:00,3.5,2.4
01:30:00,3.5,2.35
01:35:00,3.6,2.3
01:40:00,3.6,2.5
01:45:00,3.7,2.5
01:50:00,3.736842105263158,2.6842105263157894
01:55:00,3.761904761904762,2.7142857142857144
02:00:00,3.85,2.75
02:05:00,3.85,2.7
02:10:00,3.8,2.75
02:15:00,3.7,2.7
02:20:00,3.8,2.7
02:25:00,3.75,2.7
02:30:00,3.7,2.7
02:35:00,3.6,2.75
02:40:00,3.6,2.75
02:45:00,3.65,2.8
02:50:00,3.75,2.8
02:55:00,3.75,2.95
03:00:00,3.8,2.95
03:05:00,3.9,3
03:10:00,4,2.9473684210526314
03:15:00,4,2.9047619047619047
03:20:00,4,2.8947368421052633
03:25:00,4,2.9
03:30:00,4,2.8947368421052633
03:35:00,3.9047619047619047,2.9047619047619047
03:40:00,3.9,2.9
03:45:00,3.9,2.9
03:50:00,3.8947368421052633,2.9473684210526314
03:55:00,3.9,3
04:00:00,3.9,3
04:05:00,3.9,3
04:10:00,4,3
04:15:00,4,3
04:20:00,4,3
04:25:00,4,3
04:30:00,4,3
04:35:00,4,3
04:40:00,4,3
04:45:00,4,3
04:50:00,4,3
04:55:00,4,3
05:00:00,4,3
05:05:00,4,3
05:10:00,4,3
05:15:00,4,3
05:20:00,4,3
05:25:00,4,3
05:30:00,4,3
05:35:00,3.8947368421052633,3
05:40:00,3.9,2.95
05:45:00,3.8947368421052633,2.9473684210526314
05:50:00,3.9047619047619047,2.9523809523809526
05:55:00,3.789473684210526,2.9473684210526314
06:00:00,3.8095238095238093,2.9523809523809526
06:05:00,3.6842105263157894,2.9473684210526314
06:10:00,3.473684210526316,2.9473684210526314
06:15:00,3.473684210526316,2.9473684210526314
06:20:00,3.473684210526316,3
06:25:00,3.473684210526316,3
06:30:00,3.6315789473684212,3
06:35:00,3.5714285714285716,3
06:40:00,3.526315789473684,3
06:45:00,3.75,2.95
06:50:00,3.75,2.95
06:55:00,3.8,2.95
07:00:00,3.8,2.95
07:05:00,3.85,2.9
07:10:00,3.3,2.8
07:15:00,3.0952380952380953,2.761904761904762
07:20:00,3.1052631578947367,2.8421052631578947
07:25:00,2.9523809523809526,2.761904761904762
07:30:00,2.9,2.75
07:35:00,2.9473684210526314,2.736842105263158
07:40:00,2.8095238095238093,2.761904761904762
07:45:00,2.8,2.8
07:50:00,2.55,2.8
07:55:00,2.55,2.8
08:00:00,2.65,2.8
08:05:00,2.7,2.8
08:10:00,2.15,2.8
08:15:00,2,2.8
08:20:00,2.05,2.75
08:25:00,2,2.75
08:30:00,1.9,2.8
08:35:00,1.9,2.85
08:40:00,1.95,2.85
08:45:00,1.95,2.85
08:50:00,1.75,2.85
08:55:00,1.55,2.85
09:00:00,1.95,2.85
09:05:00,1.8,2.7
09:10:00,1.4,2.65
09:15:00,1.1,2.65
09:20:00,1.2,2.65
09:25:00,1.35,2.7
09:30:00,1.35,2.65
09:35:00,1.5263157894736843,2.6315789473684212
09:40:00,1.7142857142857142,2.619047619047619
09:45:00,1.55,2.7
09:50:00,1.5,2.7
09:55:00,1.5263157894736843,2.5789473684210527
10:00:00,1.9047619047619047,2.4761904761904763
10:05:00,1.9,2.5
10:10:00,1.45,2.45
10:15:00,1.2,2.35
10:20:00,1.263157894736842,2.4210526315789473
10:25:00,1.25,2.45
10:30:00,1.0952380952380953,2.238095238095238
10:35:00,1.2,2.45
10:40:00,1.1,2.5
10:45:00,1.368421052631579,2.526315789473684
10:50:00,1.1428571428571428,2.5714285714285716
10:55:00,1.05,2.55
11:00:00,1.75,2.45
11:05:00,1.8,2.4
11:10:00,1,2.2
11:15:00,0.7,2
11:20:00,0.75,1.95
11:25:00,0.85,1.9
11:30:00,0.9,1.9
11:35:00,0.8,1.9
11:40:00,0.85,2.15
11:45:00,1,2.2
11:50:00,1.1,2.2
11:55:00,1.05,2.25
12:00:00,1.8,2.25
12:05:00,1.5,2.1
12:10:00,1.15,1.85
12:15:00,0.9,1.7
12:20:00,1.2,1.65
12:25:00,1.2,1.65
12:30:00,0.9473684210526315,1.8421052631578947
12:35:00,0.95,1.9
12:40:00,1.1,1.85
12:45:00,1.2,1.9
12:50:00,1.2,2.1
12:55:00,1.15,1.9
13:00:00,1.7,2.05
13:05:00,1.7,2
13:10:00,1.55,1.95
13:15:00,1.1,1.85
13:20:00,0.9,1.95
13:25:00,0.9,2
13:30:00,0.95,2
13:35:00,1,2.2
13:40:00,0.75,2.15
13:45:00,0.8,2.25
13:50:00,0.95,2.4
13:55:00,1.35,2.35
14:00:00,1.8,2.2
14:05:00,1.7,2.25
14:10:00,0.75,2.2
14:15:00,0.55,2
14:20:00,0.7,2.15
14:25:00,0.6,1.95
14:30:00,0.6,1.95
14:35:00,0.7,2
14:40:00,0.85,2.1
14:45:00,1.05,2.05
14:50:00,1.1,2.15
14:55:00,1.05,2.25
15:00:00,1.7,2.15
15:05:00,1.75,2.1
15:10:00,1,1.95
15:15:00,0.65,1.8
15:20:00,0.7,1.7
15:25:00,0.75,1.65
15:30:00,0.9,1.6
15:35:00,1.1,1.65
15:40:00,1.05,1.7
15:45:00,1.35,1.95
15:50:00,1.25,1.85
15:55:00,1.15,1.9
16:00:00,1.45,2
16:05:00,1.3,2.05
16:10:00,0.6,2
16:15:00,0.55,1.85
16:20:00,0.7,1.8
16:25:00,0.5,1.75
16:30:00,0.6,1.7
16:35:00,0.65,1.8
16:40:00,0.75,1.85
16:45:00,1,1.95
16:50:00,0.95,2
16:55:00,0.85,2.1
17:00:00,1.35,2.15
17:05:00,1.2,1.9
17:10:00,0.55,1.85
17:15:00,0.2,1.85
17:20:00,0.5,1.95
17:25:00,0.45,1.95
17:30:00,0.45,1.95
17:35:00,0.55,1.9
17:40:00,0.75,2.2
17:45:00,0.9,2.45
17:50:00,0.75,2.4
17:55:00,0.75,2.35
18:00:00,1.35,2.25
18:05:00,1.45,2
18:10:00,0.55,1.8
18:15:00,0.1,1.6
18:20:00,0.55,1.5
18:25:00,0.6,1.5
18:30:00,0.55,1.65
18:35:00,0.5,1.7
18:40:00,0.4,1.8
18:45:00,0.55,1.8
18:50:00,0.55,1.95
18:55:00,0.8,1.9
19:00:00,1.15,1.9
19:05:00,1.15,1.95
19:10:00,0.5,1.7
19:15:00,0.15,1.75
19:20:00,0.55,1.9
19:25:00,0.5,1.95
19:30:00,0.4,1.9
19:35:00,0.55,1.85
19:40:00,0.55,1.95
19:45:00,0.65,1.9
19:50:00,0.55,1.9
19:55:00,0.55,1.95
20:00:00,1.05,2.1
20:05:00,1.2,2.2
20:10:00,0.45,2.1
20:15:00,0.1,2.05
20:20:00,0.25,2.05
20:25:00,0.2,2.1
20:30:00,0.2,2.05
20:35:00,0.3,2
20:40:00,0.5,2.05
20:45:00,0.65,2.15
20:50:00,0.75,2.05
20:55:00,0.8,2
21:00:00,1.4,1.9
21:05:00,1.25,1.95
21:10:00,0.5,1.75
21:15:00,0.25,1.75
21:20:00,0.2631578947368421,1.736842105263158
21:25:00,0.4,1.7
21:30:00,0.4,1.85
21:35:00,0.45,1.95
21:40:00,0.7,2.1
21:45:00,0.9,2.15
21:50:00,0.85,2.2
21:55:00,1,2.25
22:00:00,1.6,2.1
22:05:00,1.65,2.25
22:10:00,0.7,2
22:15:00,0.55,1.95
22:20:00,0.55,1.9
22:25:00,0.65,2
22:30:00,0.6,1.95
22:35:00,0.85,1.85
22:40:00,1,2.15
22:45:00,1.3,2.3
22:50:00,1.25,2.3
22:55:00,1.7,2.2
23:00:00,2.2,2.2
23:05:00,2.25,2.2
23:10:00,2.25,2.2
23:15:00,2.15,2.05
23:20:00,2.55,2.25
23:25:00,2.45,2
23:30:00,2.4,2.05
23:35:00,2.35,1.85
23:40:00,2.75,1.95
23:45:00,2.75,1.8
23:50:00,2.85,1.9
23:55:00,2.8421052631578947,2.0526315789473686
