time,avg_washers,avg_dryers
00:00:00,2.782608695652174,2.4347826086956523
00:05:00,2.782608695652174,2.391304347826087
00:10:00,3.130434782608696,2.347826086956522
00:15:00,3,2.217391304347826
00:20:00,3.130434782608696,2.217391304347826
00:35:00,3.260869565217391,2.347826086956522
00:40:00,3.391304347826087,2.347826086956522
00:45:00,3.391304347826087,2.3043478260869565
00:50:00,3.5652173913043477,2.391304347826087
00:55:00,3.6956521739130435,2.4347826086956523
01:00:00,3.739130434782609,2.4782608695652173
01:05:00,3.782608695652174,2.5217391304347827
01:10:00,3.391304347826087,2.5217391304347827
01:15:00,3.347826086956522,2.608695652173913
01:20:00,3.4347826086956523,2.6956521739130435
01:25:00,3.391304347826087,2.782608695652174
01:30:00,3.391304347826087,2.739130434782609
01:35:00,3.391304347826087,2.739130434782609
01:40:00,3.347826086956522,2.739130434782609
01:45:00,3.6956521739130435,2.782608695652174
01:50:00,3.6956521739130435,2.782608695652174
01:55:00,3.6956521739130435,2.782608695652174
02:00:00,3.6956521739130435,2.739130434782609
02:05:00,3.739130434782609,2.6956521739130435
02:10:00,3.782608695652174,2.739130434782609
02:15:00,3.8260869565217392,2.739130434782609
02:20:00,3.8260869565217392,2.6956521739130435
02:25:00,3.8260869565217392,2.6956521739130435
02:30:00,3.739130434782609,2.739130434782609
02:35:00,3.739130434782609,2.782608695652174
02:40:00,3.739130434782609,2.8260869565217392
02:45:00,3.772727272727273,2.8181818181818183
02:50:00,3.5217391304347827,2.8260869565217392
02:55:00,3.5217391304347827,2.869565217391304
03:00:00,3.5217391304347827,2.869565217391304
03:05:00,3.6363636363636362,2.8636363636363638
03:10:00,3.5217391304347827,2.9130434782608696
03:15:00,3.5217391304347827,2.9130434782608696
03:20:00,3.5217391304347827,2.9565217391304346
03:25:00,3.772727272727273,2.909090909090909
03:30:00,3.782608695652174,2.9130434782608696
03:35:00,3.782608695652174,2.9130434782608696
03:40:00,3.8181818181818183,2.909090909090909
03:45:00,3.9565217391304346,2.869565217391304
03:50:00,3.9545454545454546,2.8181818181818183
03:55:00,3.9565217391304346,2.8260869565217392
04:00:00,3.9565217391304346,2.8260869565217392
04:05:00,3.9583333333333335,2.875
04:10:00,3.9545454545454546,2.8181818181818183
04:15:00,3.869565217391304,2.8260869565217392
04:20:00,3.869565217391304,2.8260869565217392
04:25:00,3.869565217391304,2.869565217391304
04:30:00,3.875,2.9166666666666665
04:35:00,3.8636363636363638,2.909090909090909
04:40:00,3.869565217391304,2.9130434782608696
04:45:00,3.8636363636363638,2.9545454545454546
04:50:00,3.8636363636363638,3
04:55:00,3.8636363636363638,2.9545454545454546
05:00:00,3.8636363636363638,2.9545454545454546
05:05:00,3.869565217391304,2.9130434782608696
05:10:00,3.782608695652174,2.9130434782608696
05:15:00,3.782608695652174,2.9130434782608696
05:20:00,3.869565217391304,2.9130434782608696
05:25:00,3.782608695652174,2.9130434782608696
05:30:00,3.782608695652174,2.9130434782608696
05:35:00,3.782608695652174,2.9130434782608696
05:40:00,3.782608695652174,2.9130434782608696
05:45:00,3.782608695652174,2.9565217391304346
05:50:00,3.782608695652174,2.9565217391304346
05:55:00,3.8260869565217392,2.9565217391304346
06:00:00,3.782608695652174,2.9565217391304346
06:05:00,3.5652173913043477,2.9565217391304346
06:10:00,3.0869565217391304,2.9565217391304346
06:15:00,3.0434782608695654,2.9565217391304346
06:20:00,3.0869565217391304,2.9565217391304346
06:25:00,2.782608695652174,2.9565217391304346
06:30:00,2.6956521739130435,2.9130434782608696
06:35:00,2.782608695652174,2.9130434782608696
06:40:00,2.9130434782608696,2.9130434782608696
06:45:00,2.9565217391304346,2.9130434782608696
06:50:00,2.869565217391304,2.9130434782608696
06:55:00,2.739130434782609,2.9130434782608696
07:00:00,3.0434782608695654,2.8260869565217392
07:05:00,2.869565217391304,2.739130434782609
07:10:00,2.347826086956522,2.6956521739130435
07:15:00,1.7826086956521738,2.652173913043478
07:20:00,1.7391304347826086,2.652173913043478
07:25:00,1.5217391304347827,2.608695652173913
07:30:00,1.5217391304347827,2.608695652173913
07:35:00,1.565217391304348,2.652173913043478
07:40:00,1.565217391304348,2.6956521739130435
07:45:00,1.608695652173913,2.739130434782609
07:50:00,1.6956521739130435,2.6956521739130435
07:55:00,1.7826086956521738,2.652173913043478
08:00:00,2.0434782608695654,2.5652173913043477
08:05:00,2,2.5652173913043477
08:10:00,1.5217391304347827,2.4347826086956523
08:15:00,1.0869565217391304,2.347826086956522
08:20:00,1.3043478260869565,2.4347826086956523
08:25:00,1.3478260869565217,2.4347826086956523
08:30:00,1.3043478260869565,2.4347826086956523
08:35:00,1.2608695652173914,2.5217391304347827
08:40:00,1.173913043478261,2.608695652173913
08:45:00,1.2608695652173914,2.608695652173913
08:50:00,1.3043478260869565,2.739130434782609
08:55:00,1.2608695652173914,2.739130434782609
09:00:00,1.6956521739130435,2.739130434782609
09:05:00,1.6521739130434783,2.739130434782609
09:10:00,1.2173913043478262,2.6956521739130435
09:15:00,0.7391304347826086,2.5217391304347827
09:20:00,1.1304347826086956,2.5217391304347827
09:25:00,0.9565217391304348,2.5217391304347827
09:30:00,0.9130434782608695,2.5217391304347827
09:35:00,0.9565217391304348,2.391304347826087
09:40:00,1.0434782608695652,2.391304347826087
09:45:00,1.2173913043478262,2.391304347826087
09:50:00,1.173913043478261,2.4782608695652173
09:55:00,1.1304347826086956,2.391304347826087
10:00:00,1.565217391304348,2.347826086956522
10:05:00,1.7826086956521738,2.347826086956522
10:10:00,1.4782608695652173,2.260869565217391
10:15:00,1.0869565217391304,2.3043478260869565
10:20:00,1.2608695652173914,2.391304347826087
10:25:00,1.1818181818181819,2.409090909090909
10:30:00,1.0454545454545454,2.3636363636363638
10:35:00,1,2.3181818181818183
10:40:00,1,2.3636363636363638
10:45:00,1.0909090909090908,2.272727272727273
10:50:00,1.0909090909090908,2.272727272727273
10:55:00,1.0454545454545454,2.1818181818181817
11:00:00,1.3636363636363635,2.227272727272727
11:05:00,1.6956521739130435,2.130434782608696
11:10:00,1.0869565217391304,2.1739130434782608
11:15:00,0.782608695652174,2.217391304347826
11:20:00,0.7391304347826086,2.130434782608696
