time,avg_washers,avg_dryers
00:00:00,3.6666666666666665,2.8333333333333335
00:05:00,3.8333333333333335,2.8333333333333335
00:10:00,4,2.6666666666666665
00:15:00,4,2.6666666666666665
00:20:00,4,2.6666666666666665
00:25:00,3.5,2.5
00:30:00,3.6,2.8
00:35:00,3.6666666666666665,2.6666666666666665
00:40:00,3.6666666666666665,2.6666666666666665
00:45:00,3.5,2.6666666666666665
00:50:00,3.5,2.6666666666666665
00:55:00,3.1666666666666665,2.6666666666666665
01:00:00,3.3333333333333335,2.6666666666666665
01:05:00,3.5,2.6666666666666665
01:10:00,3.5,2.6666666666666665
01:15:00,3.6666666666666665,2.6666666666666665
01:20:00,3.6666666666666665,2.8333333333333335
01:25:00,3.8333333333333335,2.6666666666666665
01:30:00,4,2.8333333333333335
01:35:00,4,2.8333333333333335
01:40:00,3.8333333333333335,2.6666666666666665
01:45:00,3.8333333333333335,2.6666666666666665
01:50:00,3.8333333333333335,2.6666666666666665
01:55:00,3.8333333333333335,2.6666666666666665
02:00:00,3.8333333333333335,2.6666666666666665
02:05:00,3.8333333333333335,2.5
02:10:00,3.8333333333333335,2.5
02:15:00,4,2.5
02:20:00,4,2.6666666666666665
02:25:00,4,2.6666666666666665
02:30:00,4,2.6666666666666665
02:35:00,4,2.6666666666666665
02:40:00,4,2.6666666666666665
02:45:00,4,2.8333333333333335
02:50:00,4,2.8333333333333335
02:55:00,4,2.8333333333333335
03:00:00,4,2.8333333333333335
03:05:00,4,2.8333333333333335
03:10:00,4,2.8333333333333335
03:15:00,4,2.8333333333333335
03:20:00,4,2.8333333333333335
03:25:00,4,3
03:30:00,4,2.8333333333333335
03:35:00,4,2.8333333333333335
03:40:00,4,2.8333333333333335
03:45:00,4,2.8333333333333335
03:50:00,4,2.8333333333333335
03:55:00,4,2.8333333333333335
04:00:00,4,2.8333333333333335
04:05:00,4,2.8333333333333335
04:10:00,4,2.8333333333333335
04:15:00,4,2.8333333333333335
04:20:00,4,2.8333333333333335
04:25:00,4,2.8333333333333335
04:30:00,4,2.8333333333333335
04:35:00,4,2.8333333333333335
04:40:00,3.5,2.8333333333333335
04:45:00,3.5,2.8333333333333335
04:50:00,3.5,2.8333333333333335
04:55:00,3.5,2.8333333333333335
05:00:00,3.5,2.8333333333333335
05:05:00,3.5,2.8333333333333335
05:10:00,3.5,2.8333333333333335
