time,avg_washers,avg_dryers
23:05:00,1.875,2.25
23:10:00,1.75,2
23:15:00,2.25,2
23:20:00,2.25,2
23:25:00,2.125,2
23:30:00,2.375,2.125
23:35:00,2.5,2
23:40:00,2.625,2
23:45:00,2.625,2
23:50:00,2.5,2.25
23:55:00,2.625,2.25
00:00:00,2.4285714285714284,1.8571428571428572
00:05:00,2.2857142857142856,1.8571428571428572
00:25:00,2.5,2.5
00:30:00,2.4285714285714284,2.7142857142857144
00:35:00,2.4285714285714284,2.7142857142857144
00:40:00,2.7142857142857144,2.7142857142857144
00:45:00,3.2857142857142856,2.7142857142857144
00:50:00,3.4285714285714284,2.5714285714285716
01:25:00,3.2857142857142856,2.5714285714285716
02:20:00,3.7142857142857144,3
03:05:00,4,2.857142857142857
03:25:00,4,2.857142857142857
03:35:00,4,2.857142857142857
03:45:00,4,2.857142857142857
04:00:00,4,3
04:10:00,4,3
16:30:00,0.7142857142857143,2
16:35:00,0.8571428571428571,2.142857142857143
