time,avg_washers,avg_dryers
18:25:00,0.5,2
18:30:00,0.5,2.125
18:35:00,0.5,2.25
18:40:00,0.5,2.25
18:45:00,0.375,2.125
18:50:00,0.375,2.5
18:55:00,0.625,2.5
19:00:00,1.625,2.375
19:05:00,1.5,2.375
19:10:00,1.25,2.375
19:15:00,0.5,2.375
19:20:00,0.5,2.375
19:25:00,0.375,2.375
19:30:00,0.125,2.25
19:35:00,0.125,2.25
19:40:00,0,2.25
19:45:00,0,2.25
19:50:00,0.125,2.375
19:55:00,0.25,2.25
20:00:00,1,2.375
20:05:00,1.125,2.5
20:10:00,0.75,2.5
20:15:00,0.125,2.25
20:20:00,0.5,2.25
20:25:00,0.625,2.25
20:30:00,0.625,2.25
20:35:00,0.625,2.375
20:40:00,0.625,2.5
20:45:00,0.625,2.75
20:50:00,0.5,2.5
20:55:00,0.75,2.625
21:00:00,1.125,2.5
21:05:00,0.75,2.375
21:10:00,0.75,2.25
21:15:00,0.5,2.125
21:20:00,0.875,2.125
21:25:00,0.875,2.25
21:30:00,0.875,2.375
21:35:00,1.125,2.375
21:40:00,0.875,2.375
21:45:00,0.75,2.5
21:50:00,0.625,2.5
21:55:00,0.625,2.375
22:00:00,1.125,2.375
22:05:00,0.75,2.375
22:10:00,0.75,2.25
22:15:00,0.5,2.375
22:20:00,0.625,2.375
22:25:00,0.75,2.375
22:30:00,1,2.375
22:35:00,1.25,2.5
22:40:00,1.5,2.5
22:45:00,1.5,2.375
22:50:00,1.625,2.375
22:55:00,1.75,2.375
23:00:00,2.125,2.25
23:05:00,2,2.25
23:10:00,1.875,2.25
23:15:00,1.625,2.125
23:20:00,2,2.125
23:25:00,2,2.375
23:30:00,2,2.5
23:35:00,2.125,2.625
23:40:00,2.25,2.5
23:45:00,2.625,2.5
23:50:00,2.75,2.5
23:55:00,2.5,2.5
